"Path","Hash"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\run-keys.reg","5847B1FC8126E5F97EC93093D55F8B6823A3D81088884795296EA9CA8376A897"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\WindSyst\libgcc_s_dw2-1.dll","4D2E2D408D399D066B0AAEF2047F7A33515C13C589832DE0D9F1BA87A530C394"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\WindSyst\libstdc++-6.dll","79622396DC4C7AFBBCECA03E69F727BF1862735EE3AD671AA3EE7ADA8AA446C3"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\WindSyst\libwinpthread-1.dll","B5FE4D6408EF2BAABDD168F4C7250900606468E9AEB24C71E0C833D3D715AE65"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\WindSyst\Qt5Core.dll","C9DBB53E5ECAABB3A543D48005C6B0D525FB99304EAFCBBB8A43D29EE5211D45"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\WindSyst\Qt5Gui.dll","CAFB07807B6AFB4301D65427CED79BB95A23C827C6CDA873DBA0599FCE5B6DDE"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\WindSyst\Qt5Network.dll","EE27D171AE29C1F8CFEED93349F411A35B44386F513CE60B9BFD5BF68A6BDD21"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\WindSyst\Qt5Widgets.dll","11A43141D54232EDF97AA11AA5B9B97E9235405C774CE0E011D904EAEF69DEAF"
"C:\Users\vboxuser\Desktop\MalwareLab\DiskEvidence\files\WindSyst\Res.exe","49F091ADE48890BFA22D2B455494BE95E52392C478B67E10626222B6AEE37E1E"
